pay_id,direct_labour_or_contractor,training_result,proficiency,multi_skill_or_single_skill,primary_skill,secondary_skill
ENG02883,Contractor,Pass,Intermediate,Single Skill,Installation,Installation
ENG02884,Contractor,Pass,Intermediate,Multi Skill,Repair,Installation
ENG02885,Contractor,Pass,Beginner,Multi Skill,Repair,Installation
ENG02886,Direct Labour,Merit,Expert,Multi Skill,Repair,Installation
ENG02887,Direct Labour,Pass,Intermediate,Single Skill,Repair,Repair
ENG02888,Direct Labour,Distinction,Expert,Multi Skill,Service,None
ENG02889,Contractor,Pass,Expert,Multi Skill,Installation,None
ENG02890,Contractor,Distinction,Beginner,Single Skill,Service,None
ENG02891,Contractor,Pass,Intermediate,Multi Skill,Service,Installation
ENG02892,Contractor,Merit,Expert,Multi Skill,Repair,Service
ENG02893,Direct Labour,Merit,Beginner,Single Skill,Service,Installation
ENG02894,Direct Labour,Distinction,Intermediate,Multi Skill,Service,Repair
ENG02895,Contractor,Merit,Beginner,Multi Skill,Repair,Service
ENG02896,Contractor,Distinction,Expert,Single Skill,Service,Installation
ENG02897,Contractor,Pass,Intermediate,Multi Skill,Installation,None
ENG02898,Direct Labour,Pass,Beginner,Multi Skill,Repair,Installation
ENG02899,Contractor,Merit,Beginner,Single Skill,Repair,Repair
ENG02900,Direct Labour,Distinction,Intermediate,Multi Skill,Repair,Installation
ENG02901,Direct Labour,Distinction,Expert,Multi Skill,Installation,Repair
ENG02902,Direct Labour,Merit,Beginner,Multi Skill,Installation,Installation
ENG02903,Direct Labour,Merit,Expert,Multi Skill,Service,Installation
ENG02904,Contractor,Pass,Beginner,Multi Skill,Installation,Service
ENG02905,Contractor,Distinction,Intermediate,Multi Skill,Repair,None
ENG02906,Direct Labour,Pass,Expert,Single Skill,Repair,Service
ENG02907,Direct Labour,Merit,Intermediate,Single Skill,Repair,Installation
ENG02908,Contractor,Distinction,Beginner,Single Skill,Installation,Installation
ENG02909,Contractor,Merit,Beginner,Single Skill,Service,Service
ENG02910,Direct Labour,Distinction,Expert,Multi Skill,Service,Installation
ENG02911,Direct Labour,Merit,Intermediate,Single Skill,Repair,None
ENG02912,Direct Labour,Pass,Intermediate,Multi Skill,Repair,None
ENG02913,Direct Labour,Pass,Beginner,Single Skill,Service,Installation
ENG02914,Direct Labour,Pass,Intermediate,Single Skill,Service,Repair
ENG02915,Direct Labour,Pass,Expert,Multi Skill,Installation,None
ENG02916,Direct Labour,Merit,Beginner,Single Skill,Repair,None
ENG02917,Direct Labour,Pass,Intermediate,Single Skill,Installation,Repair
ENG02918,Contractor,Pass,Intermediate,Single Skill,Service,Installation
ENG02919,Contractor,Merit,Beginner,Multi Skill,Service,Repair
ENG02920,Direct Labour,Merit,Beginner,Multi Skill,Service,Service
ENG02921,Direct Labour,Merit,Intermediate,Single Skill,Installation,Installation
ENG02922,Contractor,Pass,Expert,Multi Skill,Service,None
ENG02923,Contractor,Distinction,Beginner,Multi Skill,Service,Repair
ENG02924,Contractor,Distinction,Beginner,Multi Skill,Repair,None
ENG02925,Direct Labour,Pass,Expert,Multi Skill,Service,Repair
ENG02926,Contractor,Merit,Beginner,Multi Skill,Service,None
ENG02927,Direct Labour,Merit,Intermediate,Single Skill,Service,Service
ENG02928,Contractor,Pass,Beginner,Single Skill,Repair,None
ENG02929,Direct Labour,Pass,Beginner,Multi Skill,Installation,None
ENG02930,Direct Labour,Merit,Beginner,Single Skill,Installation,None
ENG02931,Direct Labour,Pass,Beginner,Single Skill,Service,Repair
ENG02932,Direct Labour,Pass,Intermediate,Multi Skill,Installation,Repair
ENG02933,Contractor,Distinction,Intermediate,Multi Skill,Repair,Service
ENG02934,Contractor,Distinction,Intermediate,Single Skill,Service,Installation
ENG02935,Direct Labour,Merit,Beginner,Single Skill,Service,None
ENG02936,Direct Labour,Distinction,Beginner,Single Skill,Installation,None
ENG02937,Contractor,Pass,Beginner,Single Skill,Repair,Service
ENG02938,Contractor,Merit,Expert,Single Skill,Installation,Installation
ENG02939,Direct Labour,Merit,Beginner,Multi Skill,Installation,Repair
ENG02940,Contractor,Pass,Beginner,Multi Skill,Repair,Service
ENG02941,Contractor,Distinction,Beginner,Multi Skill,Repair,Repair
ENG02942,Contractor,Pass,Intermediate,Single Skill,Repair,Installation
ENG02943,Contractor,Merit,Intermediate,Multi Skill,Service,Service
ENG02944,Contractor,Merit,Beginner,Single Skill,Service,Repair
ENG02945,Direct Labour,Pass,Beginner,Multi Skill,Service,Repair
ENG02946,Contractor,Merit,Expert,Multi Skill,Installation,Repair
ENG02947,Contractor,Pass,Expert,Single Skill,Installation,Repair
ENG02948,Contractor,Distinction,Intermediate,Multi Skill,Repair,Service
ENG02949,Contractor,Distinction,Beginner,Multi Skill,Installation,Service
ENG02950,Contractor,Pass,Expert,Multi Skill,Service,Installation
ENG02951,Direct Labour,Distinction,Beginner,Multi Skill,Service,Repair
ENG02952,Direct Labour,Pass,Intermediate,Single Skill,Installation,Repair
ENG02953,Direct Labour,Merit,Beginner,Multi Skill,Service,Repair
ENG02954,Direct Labour,Merit,Expert,Multi Skill,Service,Installation
ENG02955,Contractor,Distinction,Expert,Single Skill,Repair,None
ENG02956,Direct Labour,Distinction,Intermediate,Multi Skill,Service,Repair
ENG02957,Direct Labour,Merit,Intermediate,Multi Skill,Installation,None
ENG02958,Contractor,Distinction,Beginner,Multi Skill,Installation,Installation
ENG02959,Direct Labour,Distinction,Beginner,Multi Skill,Installation,Service
ENG02960,Contractor,Distinction,Intermediate,Multi Skill,Installation,Service
ENG02961,Direct Labour,Distinction,Expert,Multi Skill,Service,None
ENG02962,Contractor,Pass,Intermediate,Multi Skill,Repair,Repair
ENG02963,Direct Labour,Merit,Intermediate,Single Skill,Installation,Installation
ENG02964,Contractor,Merit,Expert,Multi Skill,Installation,Service
ENG02965,Direct Labour,Pass,Beginner,Single Skill,Installation,Repair
ENG02966,Contractor,Merit,Intermediate,Multi Skill,Service,Installation
ENG02967,Direct Labour,Merit,Beginner,Multi Skill,Service,None
ENG02968,Direct Labour,Distinction,Expert,Multi Skill,Installation,None
ENG02969,Direct Labour,Distinction,Beginner,Single Skill,Repair,Repair
ENG02970,Direct Labour,Pass,Intermediate,Multi Skill,Installation,Repair
ENG02971,Contractor,Merit,Intermediate,Multi Skill,Installation,Installation
ENG02972,Direct Labour,Distinction,Beginner,Single Skill,Repair,Repair
ENG02973,Direct Labour,Distinction,Expert,Multi Skill,Repair,Repair
ENG02974,Direct Labour,Merit,Expert,Multi Skill,Service,Installation
ENG02975,Direct Labour,Merit,Beginner,Single Skill,Service,Installation
ENG02976,Direct Labour,Distinction,Expert,Single Skill,Installation,Repair
ENG02977,Direct Labour,Distinction,Expert,Multi Skill,Service,Repair
ENG02978,Direct Labour,Merit,Beginner,Single Skill,Repair,Service
ENG02979,Direct Labour,Pass,Beginner,Multi Skill,Installation,Repair
ENG02980,Direct Labour,Merit,Expert,Single Skill,Service,Repair
ENG02981,Direct Labour,Merit,Intermediate,Single Skill,Installation,Repair
ENG02982,Direct Labour,Distinction,Expert,Multi Skill,Repair,Installation
ENG02983,Direct Labour,Merit,Intermediate,Single Skill,Service,Installation
ENG02984,Direct Labour,Distinction,Intermediate,Multi Skill,Installation,Installation
ENG02985,Contractor,Merit,Beginner,Single Skill,Installation,None
ENG02986,Direct Labour,Merit,Beginner,Multi Skill,Repair,None
ENG02987,Contractor,Pass,Expert,Multi Skill,Service,None
ENG02988,Contractor,Pass,Beginner,Multi Skill,Installation,Installation
ENG02989,Direct Labour,Distinction,Expert,Single Skill,Repair,Repair
ENG02990,Direct Labour,Pass,Intermediate,Multi Skill,Repair,Installation
ENG02991,Direct Labour,Pass,Intermediate,Single Skill,Service,Installation
ENG02992,Direct Labour,Pass,Expert,Multi Skill,Service,Repair
ENG02993,Contractor,Pass,Beginner,Multi Skill,Installation,Installation
ENG02994,Contractor,Pass,Expert,Multi Skill,Installation,Repair
ENG02995,Direct Labour,Distinction,Intermediate,Single Skill,Repair,Installation
ENG02996,Contractor,Merit,Beginner,Single Skill,Repair,None
ENG02997,Direct Labour,Distinction,Beginner,Multi Skill,Installation,None
ENG02998,Direct Labour,Merit,Expert,Single Skill,Repair,None
ENG02999,Direct Labour,Pass,Intermediate,Single Skill,Service,Installation
ENG03000,Direct Labour,Distinction,Intermediate,Multi Skill,Service,Service
ENG03001,Contractor,Distinction,Beginner,Multi Skill,Installation,Repair
ENG03002,Contractor,Distinction,Intermediate,Multi Skill,Installation,Service
ENG03003,Direct Labour,Merit,Expert,Multi Skill,Service,Installation
ENG03004,Contractor,Pass,Beginner,Single Skill,Installation,Repair
ENG03005,Direct Labour,Pass,Expert,Multi Skill,Repair,None
ENG03006,Direct Labour,Merit,Expert,Single Skill,Installation,Repair
ENG03007,Contractor,Merit,Beginner,Multi Skill,Installation,None
ENG03008,Direct Labour,Distinction,Beginner,Single Skill,Installation,None
ENG03009,Direct Labour,Distinction,Expert,Single Skill,Service,Repair
ENG03010,Contractor,Distinction,Intermediate,Single Skill,Service,Repair
ENG03011,Contractor,Merit,Expert,Single Skill,Service,None
ENG03012,Direct Labour,Pass,Beginner,Multi Skill,Repair,Service
ENG03013,Contractor,Distinction,Expert,Multi Skill,Service,None
ENG03014,Direct Labour,Distinction,Intermediate,Multi Skill,Installation,Repair
ENG03015,Contractor,Distinction,Expert,Multi Skill,Installation,Service
ENG03016,Contractor,Distinction,Intermediate,Multi Skill,Installation,None
ENG03017,Direct Labour,Pass,Beginner,Multi Skill,Repair,None
ENG03018,Contractor,Distinction,Expert,Multi Skill,Service,Installation
ENG03019,Direct Labour,Pass,Expert,Multi Skill,Installation,Service
ENG03020,Direct Labour,Distinction,Intermediate,Multi Skill,Repair,Service
ENG03021,Direct Labour,Merit,Expert,Single Skill,Installation,None
ENG03022,Contractor,Pass,Expert,Single Skill,Installation,Installation
ENG03023,Contractor,Distinction,Expert,Single Skill,Service,Service
ENG03024,Contractor,Pass,Intermediate,Single Skill,Repair,None
ENG03025,Direct Labour,Pass,Intermediate,Multi Skill,Service,Service
ENG03026,Contractor,Pass,Beginner,Multi Skill,Service,Service
ENG03027,Direct Labour,Distinction,Beginner,Multi Skill,Installation,Repair
ENG03028,Contractor,Distinction,Expert,Single Skill,Repair,None
ENG03029,Contractor,Pass,Intermediate,Multi Skill,Installation,None
ENG03030,Contractor,Distinction,Beginner,Multi Skill,Service,Service
ENG03031,Contractor,Pass,Expert,Multi Skill,Installation,Service
ENG03032,Direct Labour,Merit,Intermediate,Single Skill,Service,Service
ENG03033,Contractor,Distinction,Beginner,Single Skill,Repair,Installation
ENG03034,Direct Labour,Distinction,Intermediate,Multi Skill,Repair,Repair
ENG03035,Direct Labour,Pass,Expert,Single Skill,Installation,Service
ENG03036,Direct Labour,Distinction,Beginner,Single Skill,Service,Service
ENG03037,Direct Labour,Pass,Beginner,Multi Skill,Repair,Service
ENG03038,Direct Labour,Pass,Intermediate,Multi Skill,Service,None
ENG03039,Contractor,Merit,Intermediate,Single Skill,Installation,None
ENG03040,Contractor,Distinction,Intermediate,Single Skill,Repair,Service
ENG03041,Direct Labour,Merit,Expert,Multi Skill,Service,Repair
ENG03042,Contractor,Pass,Beginner,Multi Skill,Installation,Repair
ENG03043,Direct Labour,Distinction,Intermediate,Single Skill,Service,Repair
ENG03044,Contractor,Distinction,Beginner,Multi Skill,Repair,None
ENG03045,Direct Labour,Distinction,Intermediate,Multi Skill,Repair,None
ENG03046,Direct Labour,Merit,Expert,Single Skill,Repair,Installation
ENG03047,Direct Labour,Distinction,Beginner,Single Skill,Installation,None
ENG03048,Contractor,Distinction,Intermediate,Single Skill,Repair,None
ENG03049,Contractor,Merit,Expert,Multi Skill,Repair,None
ENG03050,Direct Labour,Merit,Beginner,Single Skill,Repair,Installation
ENG03051,Contractor,Pass,Expert,Multi Skill,Repair,Service
ENG03052,Contractor,Merit,Expert,Single Skill,Service,None
ENG03053,Direct Labour,Merit,Beginner,Multi Skill,Repair,Repair
ENG03054,Contractor,Merit,Intermediate,Single Skill,Repair,Service
ENG03055,Direct Labour,Pass,Intermediate,Single Skill,Service,None
ENG03056,Direct Labour,Pass,Beginner,Single Skill,Service,Service
ENG03057,Direct Labour,Pass,Intermediate,Multi Skill,Repair,Repair
ENG03058,Contractor,Merit,Intermediate,Single Skill,Repair,Installation
ENG03059,Contractor,Pass,Beginner,Single Skill,Installation,Installation
ENG03060,Contractor,Pass,Expert,Single Skill,Installation,Service
ENG03061,Direct Labour,Merit,Expert,Multi Skill,Repair,Service
ENG03062,Direct Labour,Pass,Expert,Multi Skill,Repair,Installation
ENG03063,Direct Labour,Pass,Expert,Multi Skill,Installation,Installation
ENG03064,Direct Labour,Merit,Beginner,Single Skill,Service,Repair
ENG03065,Contractor,Merit,Expert,Multi Skill,Installation,Repair
ENG03066,Contractor,Merit,Intermediate,Multi Skill,Installation,Service
ENG03067,Direct Labour,Pass,Intermediate,Single Skill,Installation,Installation
ENG03068,Direct Labour,Merit,Beginner,Multi Skill,Repair,Repair
ENG03069,Direct Labour,Distinction,Intermediate,Single Skill,Installation,Installation
ENG03070,Contractor,Distinction,Intermediate,Multi Skill,Service,Repair
ENG03071,Direct Labour,Merit,Intermediate,Multi Skill,Repair,Repair
ENG03072,Contractor,Pass,Intermediate,Single Skill,Service,Installation
ENG03073,Contractor,Pass,Beginner,Multi Skill,Repair,None
ENG03074,Contractor,Distinction,Intermediate,Single Skill,Service,Service
ENG03075,Direct Labour,Distinction,Expert,Single Skill,Repair,Repair
ENG03076,Direct Labour,Distinction,Intermediate,Multi Skill,Repair,Repair
ENG03077,Contractor,Pass,Beginner,Multi Skill,Service,Repair
ENG03078,Contractor,Distinction,Expert,Multi Skill,Repair,None
ENG03079,Direct Labour,Merit,Beginner,Single Skill,Installation,None
ENG03080,Contractor,Merit,Expert,Single Skill,Repair,None
ENG03081,Direct Labour,Merit,Beginner,Multi Skill,Service,Installation
ENG03082,Contractor,Merit,Intermediate,Single Skill,Repair,None
ENG03083,Contractor,Distinction,Expert,Single Skill,Service,Installation
ENG03084,Direct Labour,Distinction,Expert,Multi Skill,Repair,Installation
ENG03085,Contractor,Pass,Intermediate,Single Skill,Installation,Service
ENG03086,Contractor,Merit,Beginner,Single Skill,Repair,Installation
ENG03087,Direct Labour,Distinction,Beginner,Multi Skill,Service,Installation
ENG03088,Contractor,Distinction,Intermediate,Multi Skill,Installation,Installation
ENG03089,Direct Labour,Distinction,Expert,Multi Skill,Installation,None
ENG03090,Direct Labour,Pass,Expert,Single Skill,Installation,Repair
ENG03091,Direct Labour,Distinction,Beginner,Single Skill,Installation,Repair
ENG03092,Direct Labour,Distinction,Expert,Multi Skill,Service,None
ENG03093,Contractor,Distinction,Expert,Single Skill,Repair,Service
ENG03094,Contractor,Distinction,Beginner,Single Skill,Service,Repair
ENG03095,Contractor,Pass,Intermediate,Single Skill,Repair,Installation
ENG03096,Contractor,Pass,Intermediate,Multi Skill,Repair,Repair
ENG03097,Contractor,Merit,Expert,Single Skill,Repair,Installation
ENG03098,Direct Labour,Pass,Beginner,Single Skill,Repair,Service
ENG03099,Contractor,Merit,Intermediate,Single Skill,Installation,Service
ENG03100,Direct Labour,Distinction,Expert,Multi Skill,Repair,Repair
ENG03101,Direct Labour,Merit,Intermediate,Multi Skill,Installation,Repair
ENG03102,Contractor,Distinction,Expert,Single Skill,Installation,Repair
ENG03103,Contractor,Distinction,Beginner,Single Skill,Repair,Service
ENG03104,Contractor,Pass,Expert,Single Skill,Service,Repair
ENG03105,Contractor,Distinction,Expert,Single Skill,Repair,Repair
ENG03106,Direct Labour,Distinction,Beginner,Single Skill,Service,None
ENG03107,Direct Labour,Merit,Intermediate,Multi Skill,Service,None
ENG03108,Direct Labour,Pass,Beginner,Multi Skill,Service,Installation
ENG03109,Direct Labour,Merit,Intermediate,Single Skill,Repair,Service
ENG03110,Direct Labour,Pass,Beginner,Multi Skill,Repair,Service
ENG03111,Contractor,Distinction,Beginner,Single Skill,Repair,Repair
ENG03112,Contractor,Pass,Beginner,Single Skill,Repair,None
ENG03113,Contractor,Pass,Expert,Single Skill,Service,None
ENG03114,Direct Labour,Distinction,Expert,Multi Skill,Repair,Repair
ENG03115,Contractor,Distinction,Intermediate,Multi Skill,Installation,Service
ENG03116,Direct Labour,Pass,Beginner,Single Skill,Repair,Installation
ENG03117,Contractor,Distinction,Intermediate,Single Skill,Installation,Installation
ENG03118,Contractor,Merit,Intermediate,Multi Skill,Installation,None
ENG03119,Direct Labour,Distinction,Beginner,Multi Skill,Installation,Service
ENG03120,Contractor,Distinction,Expert,Single Skill,Installation,Installation
ENG03121,Direct Labour,Merit,Intermediate,Multi Skill,Installation,Service
ENG03122,Direct Labour,Merit,Beginner,Multi Skill,Repair,Service
ENG03123,Direct Labour,Merit,Beginner,Single Skill,Repair,Installation
ENG03124,Direct Labour,Pass,Intermediate,Multi Skill,Installation,Service
ENG03125,Contractor,Pass,Intermediate,Single Skill,Installation,Repair
ENG03126,Direct Labour,Merit,Beginner,Multi Skill,Installation,Service
ENG03127,Direct Labour,Merit,Expert,Single Skill,Installation,Repair
ENG03128,Direct Labour,Pass,Intermediate,Multi Skill,Repair,Installation
ENG03129,Direct Labour,Distinction,Expert,Multi Skill,Service,None
ENG03130,Direct Labour,Merit,Beginner,Single Skill,Service,Installation
ENG03131,Contractor,Pass,Intermediate,Multi Skill,Repair,Installation
ENG03132,Direct Labour,Distinction,Beginner,Single Skill,Service,Service
ENG03133,Contractor,Merit,Expert,Multi Skill,Installation,Service
ENG03134,Direct Labour,Pass,Expert,Single Skill,Installation,Repair
ENG03135,Contractor,Pass,Intermediate,Single Skill,Service,Installation
ENG03136,Contractor,Merit,Beginner,Single Skill,Service,Installation
ENG03137,Direct Labour,Merit,Beginner,Single Skill,Repair,Service
ENG03138,Direct Labour,Merit,Expert,Single Skill,Installation,Installation
ENG03139,Contractor,Pass,Beginner,Multi Skill,Service,Repair
ENG03140,Direct Labour,Pass,Intermediate,Multi Skill,Installation,Service
ENG03141,Contractor,Distinction,Beginner,Single Skill,Installation,Installation
ENG03142,Direct Labour,Merit,Expert,Single Skill,Installation,None
ENG03143,Direct Labour,Merit,Expert,Single Skill,Service,Service
ENG03144,Direct Labour,Pass,Expert,Single Skill,Installation,None
ENG03145,Direct Labour,Pass,Intermediate,Single Skill,Installation,Repair
ENG03146,Direct Labour,Pass,Intermediate,Multi Skill,Service,Repair
ENG03147,Direct Labour,Pass,Expert,Single Skill,Service,Repair
ENG03148,Contractor,Distinction,Intermediate,Multi Skill,Installation,Service
ENG03149,Contractor,Merit,Expert,Multi Skill,Installation,Repair
ENG03150,Contractor,Pass,Beginner,Single Skill,Installation,Installation
ENG03151,Direct Labour,Distinction,Expert,Single Skill,Repair,None
ENG03152,Contractor,Pass,Intermediate,Single Skill,Installation,None
ENG03153,Direct Labour,Pass,Expert,Single Skill,Repair,None
ENG03154,Direct Labour,Merit,Intermediate,Multi Skill,Installation,Installation
ENG03155,Contractor,Merit,Intermediate,Single Skill,Service,Installation
ENG03156,Contractor,Distinction,Beginner,Single Skill,Repair,Service
ENG03157,Direct Labour,Merit,Intermediate,Multi Skill,Repair,Installation
ENG03158,Direct Labour,Merit,Expert,Multi Skill,Service,Installation
ENG03159,Direct Labour,Pass,Beginner,Single Skill,Installation,Repair
ENG03160,Contractor,Distinction,Beginner,Single Skill,Service,Repair
ENG03161,Direct Labour,Merit,Expert,Single Skill,Installation,Repair
ENG03162,Direct Labour,Distinction,Expert,Multi Skill,Service,Service
ENG03163,Contractor,Merit,Beginner,Multi Skill,Repair,Service
ENG03164,Direct Labour,Distinction,Expert,Single Skill,Repair,Repair
ENG03165,Direct Labour,Merit,Beginner,Single Skill,Repair,Repair
ENG03166,Direct Labour,Pass,Beginner,Single Skill,Installation,Repair
ENG03167,Contractor,Pass,Expert,Single Skill,Service,None
ENG03168,Contractor,Pass,Beginner,Single Skill,Installation,None
ENG03169,Contractor,Distinction,Intermediate,Multi Skill,Service,Installation
ENG03170,Direct Labour,Merit,Expert,Multi Skill,Installation,Service
ENG03171,Contractor,Pass,Beginner,Single Skill,Installation,Service
ENG03172,Contractor,Pass,Beginner,Single Skill,Repair,Repair
ENG03173,Direct Labour,Pass,Beginner,Multi Skill,Repair,Installation
ENG03174,Direct Labour,Distinction,Beginner,Single Skill,Repair,Installation
ENG03175,Contractor,Pass,Intermediate,Multi Skill,Repair,Repair
ENG03176,Direct Labour,Distinction,Intermediate,Single Skill,Repair,Service
ENG03177,Direct Labour,Pass,Intermediate,Multi Skill,Service,Repair
ENG03178,Direct Labour,Merit,Expert,Single Skill,Service,Service
ENG03179,Direct Labour,Merit,Beginner,Multi Skill,Repair,Repair
ENG03180,Contractor,Pass,Intermediate,Single Skill,Repair,Repair
ENG03181,Contractor,Distinction,Expert,Multi Skill,Installation,Repair
ENG03182,Direct Labour,Distinction,Intermediate,Single Skill,Repair,Installation
ENG03183,Contractor,Distinction,Intermediate,Single Skill,Installation,Installation
ENG03184,Direct Labour,Merit,Intermediate,Multi Skill,Installation,Installation
ENG03185,Contractor,Distinction,Expert,Multi Skill,Installation,Repair
ENG03186,Direct Labour,Merit,Intermediate,Single Skill,Repair,Repair
ENG03187,Direct Labour,Pass,Expert,Multi Skill,Repair,Installation
ENG03188,Contractor,Distinction,Expert,Multi Skill,Service,Repair
ENG03189,Direct Labour,Merit,Beginner,Single Skill,Installation,Service
ENG03190,Direct Labour,Merit,Expert,Multi Skill,Repair,Service
ENG03191,Direct Labour,Distinction,Intermediate,Multi Skill,Installation,Repair
ENG03192,Contractor,Merit,Beginner,Multi Skill,Installation,Service
ENG03193,Contractor,Pass,Intermediate,Single Skill,Installation,Service
ENG03194,Contractor,Pass,Expert,Single Skill,Repair,None
ENG03195,Direct Labour,Distinction,Beginner,Multi Skill,Installation,Repair
ENG03196,Direct Labour,Merit,Expert,Multi Skill,Repair,Repair
ENG03197,Contractor,Pass,Intermediate,Multi Skill,Installation,Repair
ENG03198,Direct Labour,Distinction,Expert,Single Skill,Installation,None
ENG03199,Direct Labour,Merit,Expert,Single Skill,Installation,Installation
ENG03200,Direct Labour,Distinction,Beginner,Single Skill,Service,None
ENG03201,Direct Labour,Pass,Intermediate,Multi Skill,Repair,Service
ENG03202,Contractor,Merit,Expert,Single Skill,Installation,None
ENG03203,Direct Labour,Distinction,Intermediate,Single Skill,Installation,Repair
ENG03204,Contractor,Distinction,Beginner,Multi Skill,Repair,Repair
ENG03205,Contractor,Merit,Beginner,Multi Skill,Repair,Repair
ENG03206,Contractor,Merit,Beginner,Single Skill,Repair,None
ENG03207,Direct Labour,Pass,Beginner,Multi Skill,Service,Service
ENG03208,Direct Labour,Distinction,Intermediate,Single Skill,Service,Installation
ENG03209,Contractor,Pass,Intermediate,Single Skill,Service,None
ENG03210,Contractor,Distinction,Expert,Multi Skill,Installation,Repair
ENG03211,Contractor,Distinction,Expert,Multi Skill,Service,Installation
ENG03212,Direct Labour,Distinction,Expert,Single Skill,Repair,Installation
ENG03213,Contractor,Merit,Intermediate,Single Skill,Service,Service
ENG03214,Direct Labour,Pass,Intermediate,Single Skill,Installation,Installation
ENG03215,Direct Labour,Distinction,Intermediate,Multi Skill,Service,Repair
ENG03216,Contractor,Distinction,Beginner,Multi Skill,Installation,Installation
ENG03217,Direct Labour,Distinction,Expert,Multi Skill,Service,Installation
ENG03218,Contractor,Distinction,Expert,Multi Skill,Installation,Service
ENG03219,Contractor,Distinction,Beginner,Multi Skill,Repair,Repair
ENG03220,Contractor,Merit,Expert,Multi Skill,Installation,Installation
ENG03221,Direct Labour,Distinction,Expert,Multi Skill,Repair,Repair
ENG03222,Contractor,Pass,Expert,Multi Skill,Repair,None
ENG03223,Direct Labour,Distinction,Expert,Single Skill,Repair,Service
ENG03224,Contractor,Distinction,Intermediate,Single Skill,Installation,None
ENG03225,Direct Labour,Distinction,Intermediate,Multi Skill,Service,None
ENG03226,Direct Labour,Distinction,Expert,Single Skill,Service,Installation
ENG03227,Contractor,Pass,Expert,Multi Skill,Service,Service
ENG03228,Direct Labour,Distinction,Intermediate,Multi Skill,Service,None
ENG03229,Direct Labour,Pass,Intermediate,Multi Skill,Installation,Service
ENG03230,Contractor,Merit,Beginner,Multi Skill,Installation,Repair
ENG03231,Direct Labour,Merit,Expert,Multi Skill,Service,Repair
ENG03232,Direct Labour,Merit,Expert,Single Skill,Repair,Installation
ENG03233,Contractor,Pass,Intermediate,Single Skill,Installation,Installation
ENG03234,Direct Labour,Pass,Intermediate,Single Skill,Service,Installation
ENG03235,Contractor,Pass,Expert,Multi Skill,Service,None
ENG03236,Direct Labour,Pass,Expert,Single Skill,Installation,Repair
ENG03237,Contractor,Distinction,Beginner,Single Skill,Installation,Repair
ENG03238,Contractor,Merit,Beginner,Multi Skill,Service,Repair
ENG03239,Direct Labour,Pass,Expert,Multi Skill,Repair,Repair
ENG03240,Contractor,Pass,Beginner,Multi Skill,Repair,Installation
ENG03241,Direct Labour,Distinction,Expert,Single Skill,Service,Repair
ENG03242,Contractor,Distinction,Intermediate,Multi Skill,Repair,Installation
ENG03243,Contractor,Merit,Intermediate,Multi Skill,Repair,Service
ENG03244,Direct Labour,Distinction,Expert,Multi Skill,Installation,Repair
ENG03245,Direct Labour,Merit,Intermediate,Multi Skill,Service,Repair
ENG03246,Direct Labour,Merit,Intermediate,Single Skill,Installation,Installation
ENG03247,Contractor,Distinction,Intermediate,Single Skill,Service,Service
ENG03248,Direct Labour,Distinction,Intermediate,Single Skill,Installation,Repair
ENG03249,Contractor,Pass,Intermediate,Multi Skill,Installation,Repair
ENG03250,Direct Labour,Distinction,Beginner,Multi Skill,Repair,Repair
ENG03251,Contractor,Pass,Intermediate,Single Skill,Repair,Repair
ENG03252,Direct Labour,Merit,Intermediate,Single Skill,Service,Service
ENG03253,Direct Labour,Merit,Expert,Single Skill,Repair,None
ENG03254,Direct Labour,Distinction,Expert,Multi Skill,Service,None
ENG03255,Direct Labour,Distinction,Beginner,Single Skill,Installation,Service
ENG03256,Direct Labour,Distinction,Beginner,Single Skill,Installation,None
ENG03257,Contractor,Pass,Expert,Multi Skill,Installation,None
ENG03258,Contractor,Distinction,Expert,Single Skill,Repair,Service
ENG03259,Direct Labour,Distinction,Expert,Multi Skill,Installation,Repair
ENG03260,Contractor,Distinction,Expert,Single Skill,Installation,None
ENG03261,Contractor,Distinction,Intermediate,Multi Skill,Service,Installation
ENG03262,Direct Labour,Merit,Beginner,Multi Skill,Service,Service
ENG03263,Direct Labour,Pass,Beginner,Single Skill,Service,Service
ENG03264,Direct Labour,Pass,Beginner,Single Skill,Service,Repair
ENG03265,Direct Labour,Merit,Beginner,Single Skill,Repair,Installation
ENG03266,Direct Labour,Distinction,Intermediate,Single Skill,Installation,Repair
ENG03267,Contractor,Merit,Beginner,Multi Skill,Installation,Repair
ENG03268,Direct Labour,Merit,Intermediate,Multi Skill,Repair,Installation
ENG03269,Direct Labour,Merit,Intermediate,Multi Skill,Service,Repair
ENG03270,Contractor,Merit,Intermediate,Multi Skill,Installation,Repair
ENG03271,Contractor,Merit,Intermediate,Single Skill,Service,Service
ENG03272,Contractor,Distinction,Intermediate,Single Skill,Repair,Installation
ENG03273,Direct Labour,Merit,Expert,Multi Skill,Service,Repair
ENG03274,Direct Labour,Distinction,Expert,Single Skill,Repair,None
ENG03275,Direct Labour,Pass,Intermediate,Single Skill,Service,Service
ENG03276,Contractor,Pass,Intermediate,Single Skill,Installation,Service
ENG03277,Direct Labour,Pass,Expert,Multi Skill,Repair,Installation
ENG03278,Contractor,Distinction,Beginner,Multi Skill,Installation,None
ENG03279,Contractor,Pass,Intermediate,Multi Skill,Installation,Service
ENG03280,Direct Labour,Merit,Expert,Multi Skill,Service,Installation
