pincode,customer_id,epc_rating,current_energy_efficiency,potential_energy_efficiency
PC8384,CUST00229006,F,78,61
PC7862,CUST00076266,A,73,68
PC9848,CUST00085286,B,47,65
PC7821,CUST00200296,E,2,76
PC9145,CUST00204397,G,94,55
PC1278,CUST00161281,F,28,64
PC6895,CUST00124324,D,98,80
PC9835,CUST00009441,E,65,55
PC6232,CUST00213859,B,40,93
PC5879,CUST00044661,C,66,62
PC2588,CUST00101595,G,1,82
PC3072,CUST00206191,F,67,70
PC5847,CUST00007038,A,12,83
PC1332,CUST00128223,A,26,78
PC3242,CUST00115173,E,77,84
PC4472,CUST00040421,E,84,92
PC5493,CUST00153465,E,37,74
PC1663,CUST00129644,G,67,71
PC2350,CUST00063356,E,58,63
PC7355,CUST00005115,C,6,54
PC6268,CUST00120827,B,22,64
PC3010,CUST00010485,C,87,84
PC4330,CUST00140296,B,90,63
PC9341,CUST00012655,C,47,87
PC4447,CUST00255013,G,29,54
PC2128,CUST00072871,D,36,57
PC7324,CUST00236065,F,94,68
PC2671,CUST00187547,D,88,50
PC9196,CUST00271877,F,11,75
PC6575,CUST00247239,F,57,59
PC8017,CUST00199127,G,79,97
PC3184,CUST00024108,G,89,67
PC4148,CUST00167008,D,2,91
PC1304,CUST00072369,C,10,66
PC5404,CUST00244099,A,58,52
PC3235,CUST00046957,E,80,95
PC8233,CUST00171783,A,44,55
PC5039,CUST00224287,E,25,61
PC7093,CUST00023017,G,97,65
PC7414,CUST00109398,C,59,65
PC3972,CUST00218035,C,38,72
PC4560,CUST00016250,G,32,90
PC9484,CUST00212998,D,45,61
PC9872,CUST00234338,B,73,69
PC9608,CUST00014052,A,77,90
PC5860,CUST00105394,B,14,73
PC1305,CUST00205357,G,88,82
PC6060,CUST00042824,C,65,60
PC7302,CUST00186646,A,78,74
PC2485,CUST00083611,A,27,85
PC8598,CUST00233039,C,54,76
PC7584,CUST00238180,A,83,70
PC7479,CUST00266051,G,76,70
PC5424,CUST00052134,B,51,86
PC7878,CUST00250609,A,68,84
PC8534,CUST00024598,B,59,63
PC1715,CUST00077403,F,18,63
PC1358,CUST00206449,G,76,73
PC5362,CUST00008251,B,88,51
PC2024,CUST00151362,D,79,51
PC1378,CUST00238502,B,27,80
PC3943,CUST00031261,C,32,55
PC3279,CUST00236935,D,61,92
PC2807,CUST00252622,C,79,86
PC2148,CUST00119598,C,61,53
PC8935,CUST00210747,A,86,72
PC4758,CUST00063284,C,9,83
PC8947,CUST00015114,G,72,55
PC7000,CUST00030061,A,89,55
PC6501,CUST00129298,D,56,91
PC8050,CUST00193265,F,33,66
PC4068,CUST00014399,E,3,87
PC8891,CUST00008428,F,69,85
PC2799,CUST00030016,B,49,85
PC7517,CUST00023453,A,29,94
PC6211,CUST00089993,G,60,88
PC1606,CUST00115403,C,28,65
PC9676,CUST00201867,D,37,94
PC6062,CUST00171478,B,14,78
PC8581,CUST00266737,B,14,89
PC3922,CUST00001052,C,42,88
PC2341,CUST00021207,C,85,53
PC1726,CUST00121343,G,7,78
PC5581,CUST00251395,F,95,67
PC8242,CUST00073521,C,50,81
PC3849,CUST00059269,E,14,57
PC7040,CUST00222442,D,23,82
PC7069,CUST00015714,D,77,89
PC9958,CUST00011525,A,83,89
PC1982,CUST00107451,D,22,87
PC3992,CUST00056357,F,33,51
PC6492,CUST00248062,F,92,59
PC1888,CUST00163900,D,68,57
PC6907,CUST00182163,A,8,66
PC1696,CUST00007358,E,65,71
PC9639,CUST00026361,C,30,74
PC2345,CUST00043243,A,92,65
PC9250,CUST00205683,C,85,91
PC4048,CUST00097564,C,10,93
PC8216,CUST00164862,E,99,81
PC6543,CUST00190455,G,73,77
PC3221,CUST00268798,E,46,51
PC1703,CUST00215270,G,71,50
PC3718,CUST00008203,B,8,91
PC5238,CUST00203602,F,6,85
PC5613,CUST00221270,F,52,94
PC9156,CUST00159117,G,27,74
PC9483,CUST00132553,F,59,52
PC3655,CUST00249031,D,29,65
PC3316,CUST00027371,D,11,99
PC8766,CUST00015619,D,73,56
PC5485,CUST00155153,F,91,52
PC1346,CUST00062466,A,15,76
PC3572,CUST00156397,G,80,94
PC3509,CUST00100439,E,44,88
PC7990,CUST00014868,G,68,64
PC6023,CUST00109013,B,57,56
PC2856,CUST00139719,B,97,97
PC1233,CUST00237021,E,99,71
PC5967,CUST00015544,G,6,96
PC8006,CUST00049818,A,97,53
PC2135,CUST00171442,A,4,92
PC1694,CUST00215746,E,99,89
PC7122,CUST00143936,F,39,59
PC2313,CUST00073082,E,38,97
PC2362,CUST00214049,C,81,69
PC1600,CUST00128244,F,63,84
PC2964,CUST00134335,C,40,72
PC4862,CUST00061726,B,87,64
PC3142,CUST00021055,C,55,94
PC3274,CUST00081478,G,31,69
PC6698,CUST00156405,C,65,50
PC6866,CUST00006095,B,31,70
PC5849,CUST00188184,G,4,93
PC5351,CUST00033073,F,92,71
PC9184,CUST00039424,D,75,72
PC6613,CUST00217476,D,45,87
PC8168,CUST00173784,A,77,61
PC4355,CUST00263750,D,67,75
PC5640,CUST00190699,D,32,99
PC4742,CUST00258470,E,41,96
PC9082,CUST00133045,C,1,83
PC8891,CUST00051122,A,18,75
PC5246,CUST00058611,F,76,68
PC2349,CUST00125725,C,55,96
PC3537,CUST00029672,B,88,73
PC1064,CUST00260592,D,45,62
PC4071,CUST00232536,A,58,94
PC1137,CUST00103849,B,84,80
PC1636,CUST00104495,B,4,50
PC7698,CUST00115898,B,77,51
PC3124,CUST00140462,A,55,57
PC3742,CUST00036089,F,34,90
PC3803,CUST00050273,D,84,65
PC6999,CUST00053903,C,31,69
PC5908,CUST00106440,F,36,66
PC8040,CUST00178817,C,66,70
PC8137,CUST00027058,B,10,77
PC7169,CUST00188634,G,30,72
PC3477,CUST00236325,D,48,65
PC2127,CUST00231194,F,93,85
PC7474,CUST00228800,D,70,52
PC7105,CUST00050636,A,49,61
PC7644,CUST00061623,A,79,84
PC6511,CUST00232479,D,15,94
PC4785,CUST00117362,E,71,65
PC2961,CUST00080555,G,4,73
PC4764,CUST00049264,F,79,83
PC7235,CUST00175754,A,74,91
PC7057,CUST00240648,F,72,63
PC6002,CUST00190424,C,91,91
PC6829,CUST00131868,G,57,95
PC9953,CUST00184393,A,14,87
PC1903,CUST00168717,A,15,60
PC2149,CUST00219431,A,54,89
PC2180,CUST00269838,D,45,77
PC3493,CUST00134509,A,80,80
PC8784,CUST00138754,A,9,79
PC8730,CUST00001212,G,63,55
PC2081,CUST00031867,F,91,67
PC1146,CUST00091373,A,79,91
PC8942,CUST00224668,E,99,69
PC3074,CUST00088427,D,30,82
PC5523,CUST00190431,F,18,73
PC1697,CUST00245043,D,1,53
PC4398,CUST00063242,F,47,86
PC6891,CUST00068569,F,2,52
PC5242,CUST00027179,G,78,88
PC7680,CUST00175107,C,62,57
PC6180,CUST00126420,G,91,89
PC5351,CUST00079898,B,92,89
PC5082,CUST00224792,A,47,91
PC2913,CUST00061150,D,82,59
PC2438,CUST00188268,G,2,62
PC4096,CUST00240283,F,59,94
PC3731,CUST00196799,E,2,56
PC2733,CUST00053599,B,68,51
PC9315,CUST00085052,A,57,64
PC4014,CUST00052984,C,94,61
PC8068,CUST00019219,A,62,65
PC3147,CUST00146784,F,73,83
PC5475,CUST00157967,G,64,90
PC8136,CUST00015154,A,27,83
PC8123,CUST00270884,B,61,91
PC2630,CUST00156108,B,77,54
PC7765,CUST00183409,D,32,70
PC9058,CUST00175573,G,40,95
PC4984,CUST00037967,A,29,83
PC4316,CUST00065824,G,26,51
PC3855,CUST00185429,D,7,52
PC9174,CUST00182634,F,37,91
PC5044,CUST00060552,D,45,90
PC1603,CUST00134622,C,19,72
PC5567,CUST00038513,F,74,88
PC4590,CUST00041135,C,38,76
PC9439,CUST00200766,F,14,87
PC9120,CUST00221957,E,76,99
PC1256,CUST00197451,F,13,57
PC7857,CUST00043416,G,95,59
PC5015,CUST00035569,E,10,88
PC2537,CUST00035139,G,42,55
PC1465,CUST00148023,C,66,60
PC5101,CUST00171723,E,30,95
PC2276,CUST00206969,B,88,76
PC4698,CUST00037592,G,79,57
PC7441,CUST00094444,G,45,79
PC8800,CUST00033287,B,44,89
PC8700,CUST00129272,D,83,64
PC6411,CUST00184651,F,14,83
PC5402,CUST00182980,D,48,65
PC9109,CUST00158305,D,5,71
PC5826,CUST00148343,C,55,77
PC7500,CUST00110777,E,31,53
PC9649,CUST00012365,B,13,79
PC9522,CUST00069840,B,34,71
PC5696,CUST00147414,B,28,96
PC5682,CUST00165505,F,56,57
PC6207,CUST00233085,A,15,87
PC2976,CUST00061507,B,41,84
PC8925,CUST00138455,E,61,86
PC6816,CUST00168996,D,91,83
PC6473,CUST00201835,F,23,62
PC9526,CUST00004959,E,65,57
PC4294,CUST00110868,C,21,93
PC8350,CUST00197879,E,1,92
PC3796,CUST00059657,E,77,74
PC2514,CUST00212121,F,58,61
PC7668,CUST00040511,D,12,51
PC9062,CUST00149002,A,55,72
PC2736,CUST00213665,G,32,66
PC8932,CUST00005302,D,13,66
PC5792,CUST00122403,D,26,96
PC7172,CUST00180930,A,9,61
PC7999,CUST00260907,E,25,86
PC2602,CUST00117528,C,84,92
PC2239,CUST00021364,B,89,72
PC2239,CUST00025823,C,36,91
PC9298,CUST00262072,D,11,68
PC4213,CUST00071942,A,44,74
PC9725,CUST00038521,A,35,84
PC4103,CUST00137873,A,47,61
PC4474,CUST00216635,A,5,54
PC3806,CUST00263000,D,18,54
PC3762,CUST00064362,F,35,56
PC9159,CUST00062487,F,74,91
PC2824,CUST00252151,C,57,72
PC7126,CUST00151331,D,83,55
PC3547,CUST00246907,F,88,99
PC5963,CUST00202364,D,76,77
PC4150,CUST00096487,A,80,51
PC3289,CUST00185671,C,41,79
PC9224,CUST00017853,E,95,55
PC7136,CUST00008472,D,42,53
PC3101,CUST00212299,B,75,80
PC6026,CUST00220885,B,43,67
PC9857,CUST00073632,A,6,75
PC4812,CUST00253803,F,18,88
PC3175,CUST00060866,B,37,50
PC4094,CUST00225338,B,79,52
PC1347,CUST00129438,G,94,78
PC6536,CUST00201506,E,39,72
PC2011,CUST00067539,D,65,75
PC5725,CUST00027221,C,18,73
PC5626,CUST00038745,D,26,55
PC9912,CUST00078740,E,61,80
PC8397,CUST00190306,A,95,56
PC6954,CUST00266020,C,45,75
PC4239,CUST00027330,F,34,57
PC6038,CUST00064064,E,17,68
PC9869,CUST00201898,C,17,95
PC7659,CUST00149738,G,5,92
PC5900,CUST00143877,G,92,87
PC6695,CUST00198743,F,67,86
PC9916,CUST00058865,G,71,53
PC6337,CUST00034741,F,18,93
PC5299,CUST00076680,E,21,74
PC3564,CUST00100061,B,14,76
PC1770,CUST00151575,C,70,90
PC1451,CUST00155728,D,22,82
PC8285,CUST00010577,C,94,50
PC2357,CUST00090716,A,91,89
PC4084,CUST00159894,A,86,78
PC1583,CUST00066454,A,1,98
PC4486,CUST00135685,C,72,71
PC8335,CUST00176659,A,60,56
PC6256,CUST00044465,D,22,84
PC5818,CUST00080847,E,48,94
PC5016,CUST00181283,G,48,95
PC9145,CUST00058003,A,82,81
PC5811,CUST00131658,C,63,99
PC1385,CUST00212638,E,95,88
PC9300,CUST00021497,D,1,84
PC7050,CUST00121793,D,86,68
PC4611,CUST00138410,A,53,72
PC7451,CUST00035155,A,58,54
PC2173,CUST00191369,F,61,53
PC3250,CUST00196151,D,2,69
PC2479,CUST00202620,E,25,94
PC5271,CUST00014574,B,10,91
PC8012,CUST00086857,C,3,68
PC4164,CUST00230892,D,39,91
PC1337,CUST00221622,C,68,95
PC3134,CUST00068416,B,25,72
PC4234,CUST00082596,E,22,58
PC6799,CUST00267367,F,56,65
PC9295,CUST00224403,E,92,74
PC5421,CUST00111958,E,67,77
PC3974,CUST00011339,B,3,67
PC4786,CUST00166452,G,21,80
PC7529,CUST00078906,D,8,97
PC1533,CUST00150248,G,22,75
PC9770,CUST00176843,A,78,53
PC6025,CUST00220595,G,75,57
PC6362,CUST00203999,G,93,55
PC5409,CUST00073336,A,90,78
PC4748,CUST00089094,C,58,78
PC9355,CUST00167415,C,20,81
PC6103,CUST00228690,B,65,56
PC7240,CUST00060251,D,70,75
PC8894,CUST00097570,A,41,74
PC6866,CUST00217591,G,59,50
PC8860,CUST00187339,C,92,53
PC1441,CUST00093499,C,44,68
PC2698,CUST00097727,A,98,51
PC9179,CUST00073985,A,68,70
PC7940,CUST00076336,B,71,87
PC2861,CUST00149623,A,71,92
PC8709,CUST00220561,F,91,86
PC6987,CUST00264047,B,11,68
PC9041,CUST00079624,C,63,69
PC6422,CUST00142705,E,24,99
PC3286,CUST00182306,F,70,57
PC4402,CUST00011099,E,6,52
PC5934,CUST00012959,C,3,91
PC5933,CUST00121972,B,73,78
PC4985,CUST00237445,F,94,64
PC8118,CUST00103964,E,88,90
PC3913,CUST00234237,D,39,81
PC9798,CUST00256179,E,9,85
PC4110,CUST00230360,A,3,89
PC9016,CUST00146061,C,83,69
PC8851,CUST00179018,B,58,64
PC4027,CUST00184923,A,89,54
PC1738,CUST00099895,A,75,65
PC3156,CUST00243150,G,95,58
PC9051,CUST00245093,G,18,72
PC5307,CUST00183588,A,56,85
PC1660,CUST00132739,A,1,58
PC9631,CUST00238939,G,63,64
PC2754,CUST00138550,E,82,78
PC6432,CUST00139938,B,55,65
PC6357,CUST00152176,A,77,70
PC7033,CUST00130195,D,16,76
PC9375,CUST00191572,G,58,89
PC8784,CUST00257988,D,18,93
PC1178,CUST00235529,B,29,68
PC2100,CUST00219032,B,42,67
PC2295,CUST00103014,C,47,97
PC2590,CUST00173072,D,83,65
PC5324,CUST00002298,F,11,83
PC3665,CUST00055053,B,10,97
PC9804,CUST00174610,C,4,99
PC1041,CUST00187494,D,36,62
PC5587,CUST00263931,G,44,72
PC9091,CUST00061927,E,80,64
PC6868,CUST00118420,E,73,79
PC1421,CUST00052585,B,38,84
PC5828,CUST00004917,G,33,52
PC2562,CUST00197949,A,88,84
PC8502,CUST00198016,G,34,70
PC4713,CUST00027708,A,19,59
PC3954,CUST00068792,G,33,94
PC9956,CUST00199876,F,61,75
PC7386,CUST00167062,D,7,65
PC7364,CUST00215794,C,37,50
PC4314,CUST00175429,D,88,77
PC1630,CUST00070757,C,74,56
PC8997,CUST00204786,B,63,61
PC7880,CUST00230687,C,82,60
PC8944,CUST00204044,G,74,61
PC3043,CUST00255563,A,27,57
PC1495,CUST00014856,F,97,92
PC2720,CUST00034301,F,1,75
PC8900,CUST00232985,F,24,65
PC4731,CUST00191915,E,68,58
PC9112,CUST00254486,C,1,92
PC2653,CUST00262173,F,75,74
PC1574,CUST00101630,F,7,77
PC2209,CUST00125315,A,88,75
PC2490,CUST00063720,C,34,57
PC2135,CUST00246747,B,62,99
PC8239,CUST00010571,C,61,94
PC5859,CUST00139035,C,2,93
PC4388,CUST00028933,G,45,97
PC7405,CUST00229026,E,81,63
PC8123,CUST00029457,G,50,64
PC9381,CUST00232547,G,46,90
PC6755,CUST00247638,G,67,83
PC4794,CUST00121769,C,3,98
PC7147,CUST00090718,E,59,74
PC1918,CUST00170421,A,67,60
PC4839,CUST00170021,D,12,82
PC8168,CUST00238564,D,16,73
PC6916,CUST00248686,G,13,75
PC6298,CUST00205622,D,76,89
PC1888,CUST00070965,A,24,59
PC6197,CUST00150170,G,19,72
PC6815,CUST00079507,B,79,91
PC3382,CUST00037347,F,74,82
PC3307,CUST00238259,D,95,87
PC5657,CUST00180613,G,31,94
PC2391,CUST00125843,A,56,67
PC9057,CUST00023775,F,65,80
PC8618,CUST00074258,F,1,98
PC2663,CUST00200428,B,44,79
PC1223,CUST00184002,C,76,75
PC6162,CUST00160472,C,29,83
PC8395,CUST00118895,E,5,61
PC8609,CUST00059548,B,98,84
PC9455,CUST00029734,A,35,98
PC3420,CUST00102643,F,87,59
PC8398,CUST00136798,E,26,85
PC5214,CUST00182093,F,18,76
PC7679,CUST00127211,D,44,66
PC4870,CUST00271994,A,33,55
PC2485,CUST00083409,F,80,52
PC3208,CUST00146430,B,16,53
PC5926,CUST00217040,C,93,80
PC8793,CUST00119716,A,64,52
PC8593,CUST00083675,B,31,57
PC6381,CUST00040183,D,88,53
PC5203,CUST00081368,E,99,71
PC9151,CUST00089195,F,38,65
PC8940,CUST00164078,C,91,70
PC8099,CUST00257648,G,13,64
PC3847,CUST00145889,G,13,57
PC7555,CUST00038793,A,68,96
PC6876,CUST00112906,B,98,91
PC8154,CUST00087779,A,81,89
PC9849,CUST00223671,A,21,82
PC5752,CUST00249430,B,15,52
PC2094,CUST00082440,B,58,91
PC3805,CUST00139895,A,18,55
PC9092,CUST00078770,B,54,74
PC4118,CUST00254071,E,33,94
PC4937,CUST00177474,F,66,59
PC2688,CUST00140042,D,47,85
PC1431,CUST00142661,D,19,96
PC7052,CUST00223058,D,11,83
PC6793,CUST00215572,D,82,88
PC9901,CUST00233250,E,78,77
PC4101,CUST00030196,B,64,85
PC2167,CUST00148821,F,34,79
PC5670,CUST00021594,A,53,98
PC8755,CUST00102540,E,80,79
PC9315,CUST00014098,E,13,69
PC3737,CUST00089786,C,66,72
PC5992,CUST00165598,E,28,96
PC3670,CUST00221065,B,87,61
PC4985,CUST00060302,G,11,77
PC2653,CUST00229143,G,23,98
PC5170,CUST00059232,A,29,89
PC6732,CUST00133852,F,6,90
PC2180,CUST00001005,A,32,90
PC7475,CUST00145306,F,13,77
PC8654,CUST00249739,D,86,78
PC2776,CUST00184806,F,11,84
PC1943,CUST00200315,B,57,92
PC5545,CUST00149894,A,70,94
PC1502,CUST00155772,A,70,92
PC3044,CUST00261297,D,34,95
PC4508,CUST00186026,E,74,85
PC9526,CUST00173142,E,15,83
PC3407,CUST00108089,F,36,69
PC1041,CUST00044206,G,49,78
PC1223,CUST00019169,B,85,96
PC4544,CUST00122967,C,14,88
PC8529,CUST00260626,E,30,92
PC6749,CUST00145281,E,61,96
PC3977,CUST00211314,C,20,71
PC1459,CUST00172794,B,29,88
PC7143,CUST00042362,E,84,53
PC5867,CUST00050027,G,11,96
PC6232,CUST00165963,A,59,74
PC1290,CUST00169780,G,14,98
PC5395,CUST00184470,A,75,54
PC6870,CUST00229566,A,41,98
PC4346,CUST00031186,G,14,83
PC2722,CUST00041830,E,3,52
PC1243,CUST00114540,D,69,95
PC5729,CUST00060722,C,75,97
PC1812,CUST00119818,B,86,65
PC6407,CUST00191503,C,68,67
PC1869,CUST00256631,F,99,72
PC2285,CUST00254286,B,74,92
PC6830,CUST00107684,F,54,85
PC5549,CUST00257048,G,56,94
PC4403,CUST00267270,D,64,92
PC8845,CUST00080775,G,14,95
PC2411,CUST00221273,E,49,69
PC6901,CUST00129450,E,6,88
PC8826,CUST00221107,E,88,79
PC4289,CUST00037398,C,63,59
PC3530,CUST00103664,G,85,85
PC4368,CUST00164974,G,48,58
PC2269,CUST00098545,E,72,52
PC1592,CUST00140213,E,18,83
PC8763,CUST00223179,D,53,53
PC1815,CUST00172092,F,40,51
PC2270,CUST00135012,E,29,73
PC7532,CUST00199347,E,65,69
PC4924,CUST00094098,E,4,68
PC1492,CUST00105415,B,41,58
PC4233,CUST00036370,A,15,69
PC7179,CUST00044742,B,88,69
PC6922,CUST00183299,B,36,90
PC2196,CUST00159229,G,14,52
PC1045,CUST00228468,D,34,73
PC1932,CUST00191945,C,40,60
PC1035,CUST00218678,A,43,72
PC2687,CUST00207025,G,1,71
PC2668,CUST00116083,A,44,94
PC5908,CUST00057258,E,22,74
PC5103,CUST00126654,A,18,51
PC2042,CUST00138744,G,35,76
PC4439,CUST00009141,F,74,99
PC7122,CUST00113083,F,46,83
PC3789,CUST00055288,B,46,86
PC1966,CUST00132284,A,34,64
PC2106,CUST00108473,A,89,94
PC9317,CUST00043924,C,10,77
PC9685,CUST00161962,E,74,86
PC7205,CUST00072707,F,39,59
PC9070,CUST00071344,A,32,53
PC9315,CUST00193681,E,11,50
PC4483,CUST00270889,F,71,77
PC9149,CUST00238789,G,47,66
PC3278,CUST00119514,G,41,68
PC5440,CUST00164649,D,33,83
PC4662,CUST00086984,D,38,64
PC3330,CUST00187926,B,54,55
PC9041,CUST00078347,A,93,75
PC1366,CUST00103222,B,52,84
PC1478,CUST00242013,D,36,62
PC5337,CUST00196886,E,71,85
PC4457,CUST00190914,C,69,98
PC7258,CUST00129084,A,4,93
PC8009,CUST00110706,G,42,81
PC3969,CUST00228207,B,77,82
PC6675,CUST00064513,E,40,68
PC4064,CUST00084405,G,79,82
PC4250,CUST00061367,C,95,68
PC7761,CUST00120341,F,5,91
PC8032,CUST00197542,F,3,70
PC2015,CUST00224674,C,4,77
PC1213,CUST00127862,F,96,66
PC6571,CUST00175808,D,81,95
PC6139,CUST00251134,E,77,99
PC1282,CUST00143565,E,54,59
PC2220,CUST00051792,D,15,99
PC2955,CUST00198013,D,8,79
PC5048,CUST00218570,D,32,91
PC5679,CUST00168016,A,88,85
PC7719,CUST00197499,C,39,55
PC8647,CUST00151220,D,18,95
PC8329,CUST00271485,B,18,98
PC6201,CUST00157945,B,50,68
PC7200,CUST00061596,F,91,61
PC5093,CUST00091306,C,87,65
PC5692,CUST00149548,E,37,56
PC7901,CUST00007611,C,52,85
PC2977,CUST00057479,D,56,52
PC8278,CUST00219618,C,61,78
PC8623,CUST00256506,B,2,54
PC5101,CUST00250869,A,35,90
PC3393,CUST00043494,G,36,50
PC6864,CUST00098221,A,4,75
PC6789,CUST00141651,G,53,83
PC7676,CUST00112282,G,11,70
PC4311,CUST00155548,C,89,93
PC6750,CUST00097246,E,28,78
PC9488,CUST00246396,E,24,64
PC6484,CUST00071511,C,92,52
PC1256,CUST00157517,G,18,69
PC9994,CUST00063690,D,22,60
PC1220,CUST00009135,G,62,94
PC5017,CUST00022001,B,6,83
PC7273,CUST00213155,B,73,64
PC4189,CUST00059483,D,95,76
PC9265,CUST00048806,F,82,53
PC6108,CUST00068397,G,55,94
PC1254,CUST00069699,G,71,54
PC5379,CUST00177969,B,78,57
PC5552,CUST00086600,G,77,69
PC4473,CUST00209608,F,60,84
PC6320,CUST00251929,E,72,54
PC3478,CUST00187428,E,5,99
PC6380,CUST00240564,E,20,62
PC7151,CUST00265602,G,1,65
PC4841,CUST00041170,C,92,70
PC1690,CUST00077465,D,22,71
PC2003,CUST00210701,F,61,91
PC1359,CUST00205386,E,84,65
PC7444,CUST00170593,D,97,94
PC3314,CUST00116293,B,64,81
PC2643,CUST00045773,B,99,54
PC9746,CUST00111737,B,68,54
PC6903,CUST00178985,A,36,88
PC1341,CUST00038734,G,81,55
PC6683,CUST00025813,C,32,95
PC3748,CUST00096105,C,73,82
PC3824,CUST00005498,E,75,71
PC3261,CUST00234294,D,32,91
PC1440,CUST00057541,G,46,72
PC7727,CUST00007222,C,72,55
PC6745,CUST00123647,F,98,70
PC1893,CUST00183324,A,96,87
PC2675,CUST00260588,F,93,87
PC6566,CUST00024974,G,45,94
PC8495,CUST00111879,D,22,99
PC5902,CUST00115087,F,82,67
PC4546,CUST00062568,D,17,51
PC5573,CUST00154404,F,5,66
PC2273,CUST00137261,C,28,89
PC4235,CUST00018570,F,91,90
PC1948,CUST00177975,D,59,80
PC2530,CUST00145740,E,34,58
PC5317,CUST00017894,D,90,67
PC3886,CUST00143605,B,52,99
PC2941,CUST00157607,E,11,91
PC5801,CUST00166959,F,83,53
PC2224,CUST00134530,B,89,77
PC8608,CUST00261017,G,11,79
PC6745,CUST00069688,E,20,71
PC1332,CUST00167674,F,29,50
PC8466,CUST00265919,C,94,71
PC1037,CUST00020582,E,59,74
PC9909,CUST00112979,B,19,83
PC5614,CUST00190560,G,16,58
PC2476,CUST00021312,C,52,82
PC6433,CUST00053853,E,99,65
PC6018,CUST00068719,D,70,56
PC2041,CUST00106765,C,94,69
PC8639,CUST00172584,A,70,77
PC5931,CUST00087376,G,75,91
PC6254,CUST00025106,G,27,81
PC5483,CUST00203593,G,42,50
PC7327,CUST00006452,G,73,53
PC6245,CUST00187517,C,22,52
PC7194,CUST00268228,C,32,67
PC7339,CUST00248128,F,82,90
PC3823,CUST00166692,F,17,95
PC4529,CUST00031129,D,89,84
PC6546,CUST00213853,E,61,80
PC4502,CUST00182881,C,74,98
PC8795,CUST00233331,B,60,67
PC4575,CUST00245101,C,48,86
PC7829,CUST00055309,E,97,80
PC4951,CUST00038004,F,71,81
PC1186,CUST00159993,A,71,68
PC5945,CUST00054143,D,22,60
PC7909,CUST00224404,F,95,63
PC3223,CUST00231402,B,92,87
PC8464,CUST00258838,G,24,61
PC2428,CUST00228482,C,48,89
PC4400,CUST00161121,C,37,70
PC5706,CUST00169414,F,74,91
PC3779,CUST00100222,F,79,85
PC8538,CUST00150393,D,48,79
PC7791,CUST00259295,B,21,55
PC6850,CUST00070332,C,9,59
PC5417,CUST00177379,G,56,54
PC5323,CUST00169969,C,55,66
PC3439,CUST00147968,C,35,62
PC6394,CUST00041498,C,15,76
PC1978,CUST00058046,G,5,70
PC6500,CUST00135516,F,92,62
PC3758,CUST00103198,E,16,53
PC9525,CUST00035481,C,25,77
PC2104,CUST00204913,E,2,85
PC1875,CUST00029771,E,12,80
PC1583,CUST00015691,A,47,93
PC7588,CUST00209251,D,48,87
PC5970,CUST00251384,G,95,75
PC1239,CUST00041757,C,94,75
PC6152,CUST00057510,B,10,58
PC6927,CUST00079857,F,4,95
PC9893,CUST00126156,B,17,84
PC2432,CUST00037015,F,6,83
PC7468,CUST00109146,F,51,84
PC7945,CUST00045728,B,67,95
PC2200,CUST00177802,C,92,52
PC9167,CUST00246021,G,43,71
PC5329,CUST00253821,F,12,63
PC7832,CUST00047916,B,55,79
PC6405,CUST00004028,D,75,54
PC4439,CUST00199499,D,57,52
PC9792,CUST00219614,G,60,75
PC3746,CUST00090923,F,68,72
PC9081,CUST00007253,A,98,87
PC8299,CUST00162507,E,14,51
PC3595,CUST00173971,B,40,65
PC1690,CUST00216057,D,96,93
PC6091,CUST00221610,B,76,53
PC1797,CUST00116758,B,5,90
PC6522,CUST00122597,D,88,91
PC3994,CUST00261619,G,40,73
PC1668,CUST00141207,A,12,84
PC5955,CUST00096070,B,93,97
PC9671,CUST00189151,D,9,69
PC3323,CUST00149461,D,57,77
PC3151,CUST00027998,C,1,77
PC6534,CUST00211872,B,32,60
PC7184,CUST00137411,G,11,89
PC5147,CUST00146750,D,98,61
PC6201,CUST00012109,C,16,74
PC5618,CUST00005089,C,24,80
PC5078,CUST00034554,G,28,55
PC1194,CUST00111398,E,36,83
PC1394,CUST00013172,E,50,96
PC7501,CUST00266037,B,21,66
PC5199,CUST00056324,D,7,95
PC5382,CUST00005600,B,78,80
PC1020,CUST00065566,A,48,82
PC1295,CUST00242578,C,64,54
PC6434,CUST00078970,E,79,82
PC1775,CUST00016786,C,79,83
PC2616,CUST00171528,C,36,82
PC8732,CUST00221291,G,52,77
PC5903,CUST00236052,E,66,69
PC9535,CUST00187466,G,26,63
PC7405,CUST00256531,F,16,65
PC8800,CUST00145045,A,37,69
PC7433,CUST00233117,F,44,53
PC8805,CUST00117225,E,48,83
PC5908,CUST00054031,C,50,84
PC3361,CUST00210347,A,20,99
PC2134,CUST00000170,E,87,91
PC8421,CUST00058573,B,78,76
PC4292,CUST00175973,B,77,79
PC1327,CUST00199455,C,8,77
PC7146,CUST00220943,B,55,75
PC1689,CUST00004707,D,54,80
PC6341,CUST00248008,D,43,79
PC7507,CUST00050982,C,63,56
PC4775,CUST00149665,E,48,66
PC9556,CUST00214605,A,66,55
PC2925,CUST00263129,F,61,69
PC1582,CUST00230520,C,69,94
PC3803,CUST00070410,C,53,83
PC7077,CUST00016144,D,18,61
PC8765,CUST00043331,F,35,63
PC5148,CUST00060613,C,46,91
PC3075,CUST00122587,B,52,72
PC3914,CUST00095439,G,3,50
