lead_id,primary_quotation,secondary_quotation,final_quotation
LD00016085,2517.4,1821.02,2512.67
LD00016086,2707.38,1533.82,2151.77
LD00016087,2102.62,2459.12,2490.54
LD00016088,2199.51,2231.13,2513.82
LD00016089,2639.37,1740.09,2655.82
LD00016090,1807.27,2250.57,2609.19
LD00016091,1877.17,2415.99,1471.72
LD00016092,2410.45,2003.22,1879.79
LD00016093,2847.51,1702.11,1929.8
LD00016094,2314.4,1291.48,1974.54
LD00016095,2657.6,1397.38,2531.91
LD00016096,1901.09,2370.74,2261.01
LD00016097,2463.88,2217.74,2566.87
LD00016098,2916.28,1343.39,2553.58
LD00016099,2171.21,2033.63,2286.55
LD00016100,2115.21,1752.85,1435.1
LD00016101,2328.1,2314.6,1505.12
LD00016102,2547.04,1681.03,2171.87
LD00016103,2099.65,1284.03,2465.07
LD00016104,2631.72,2422.52,2721.21
LD00016105,2435.99,1690.24,1755.79
LD00016106,2052.99,2319.74,2663.13
LD00016107,2212.34,1358.34,1548.97
LD00016108,1778.38,1576.35,1791.08
LD00016109,2508.53,1417.27,2637.16
LD00016110,1853.83,2255.67,2006.53
LD00016111,2069.18,2152.99,2006.74
LD00016112,2722.48,2140.15,2228.75
LD00016113,1865.02,1878.0,1935.86
LD00016114,2957.18,1664.61,1683.42
LD00016115,1921.94,1303.07,2532.09
LD00016116,2687.66,1914.64,1643.0
LD00016117,1836.95,2497.62,1477.56
LD00016118,2976.33,2358.34,1539.24
LD00016119,2617.59,2045.71,2653.82
LD00016120,1506.99,1984.43,1455.93
LD00016121,2955.84,2162.0,1502.14
LD00016122,2447.24,2204.98,2033.47
LD00016123,2523.28,2442.57,1411.6
LD00016124,2113.75,1592.77,1404.8
LD00016125,2011.67,2087.76,1814.51
LD00016126,2524.47,1870.86,1631.95
LD00016127,2030.05,2441.42,1682.45
LD00016128,2005.66,1434.04,2435.91
LD00016129,1884.35,2278.44,1547.75
LD00016130,2986.47,2029.2,2035.44
LD00016131,2248.21,2254.01,2674.78
LD00016132,2111.93,2141.48,2420.04
LD00016133,2538.24,1686.93,2479.65
LD00016134,2665.42,2302.79,2576.39
LD00016135,2896.97,1318.19,1915.37
LD00016136,1964.89,1280.0,2585.42
LD00016137,2387.95,1699.64,2069.43
LD00016138,2719.6,1440.0,2126.95
LD00016139,2979.08,2099.64,1694.19
LD00016140,2857.77,2466.08,2147.19
LD00016141,1629.71,1670.92,1655.27
LD00016142,2978.36,1922.11,2450.56
LD00016143,1954.44,2097.52,1908.11
LD00016144,2014.37,1854.88,2068.96
LD00016145,1654.98,1910.27,2413.26
LD00016146,2852.12,1305.53,2720.94
LD00016147,2230.8,1736.91,2147.91
LD00016148,2560.1,1942.46,1857.51
LD00016149,2640.96,1352.64,2678.08
LD00016150,2149.74,1931.54,2768.05
LD00016151,2140.02,1344.53,2199.09
LD00016152,1991.39,2032.92,1967.21
LD00016153,1604.29,2113.98,1837.8
LD00016154,1622.98,1663.1,2790.5
LD00016155,1702.74,2267.73,1722.85
LD00016156,2589.09,2044.64,2039.47
LD00016157,2155.64,1857.69,2528.93
LD00016158,1531.52,1416.11,1888.94
LD00016159,2557.38,1815.42,2731.21
LD00016160,2990.08,2308.8,1941.58
LD00016161,1965.28,2274.14,1726.97
LD00016162,1703.54,1560.34,2753.32
LD00016163,2956.63,1623.05,2580.35
LD00016164,2770.15,2070.78,1775.57
LD00016165,2499.46,2115.56,2195.1
LD00016166,1818.92,1331.09,2347.7
LD00016167,2521.63,2350.77,2565.15
LD00016168,2099.54,1584.71,1816.95
LD00016169,1588.43,1260.57,1942.21
LD00016170,2381.66,2136.19,1844.3
LD00016171,2750.77,1440.7,1687.69
LD00016172,2540.4,1844.03,1444.93
LD00016173,1771.39,1222.99,2556.21
LD00016174,2297.49,1916.02,2337.17
LD00016175,2970.66,1479.45,2094.42
LD00016176,2157.62,2118.63,2447.62
LD00016177,2896.99,1504.14,1582.35
LD00016178,1893.97,1785.15,1407.86
LD00016179,2463.67,2318.25,2379.95
LD00016180,2220.63,2420.86,2268.06
LD00016181,2943.82,1335.15,2218.36
LD00016182,2048.81,2221.19,2237.18
LD00016183,2791.17,1673.48,1427.44
LD00016184,2055.16,1920.93,1794.62
LD00016185,2935.32,1780.76,1689.58
LD00016186,2795.75,2323.86,2713.08
LD00016187,1598.29,2486.56,2377.81
LD00016188,2804.78,1314.1,2539.15
LD00016189,1972.87,2280.87,2264.45
LD00016190,1881.17,2443.85,1723.72
LD00016191,1698.55,2085.15,1709.02
LD00016192,1601.27,1245.91,1802.25
LD00016193,2561.37,1575.51,1572.28
LD00016194,2786.37,1599.58,2434.43
LD00016195,2005.55,1492.33,1523.87
LD00016196,1594.18,1672.88,1553.19
LD00016197,2108.62,1806.71,2183.34
LD00016198,2060.96,2252.32,1882.96
LD00016199,2979.84,1862.14,1962.42
LD00016200,2158.76,1516.04,2499.29
LD00016201,1672.65,1238.46,1964.57
LD00016202,1845.52,1677.74,1781.19
LD00016203,2279.46,1329.19,2010.72
LD00016204,2962.19,1755.61,2653.03
LD00016205,2826.65,1382.09,1647.84
LD00016206,2819.48,1644.02,2762.33
LD00016207,1865.47,1656.76,1983.67
LD00016208,2714.33,1654.76,2227.97
LD00016209,2966.9,2477.82,2649.35
LD00016210,2413.68,1457.49,2055.8
LD00016211,1820.3,1334.01,2618.83
LD00016212,2338.27,1340.65,2689.88
LD00016213,2825.7,1447.59,2234.69
LD00016214,1841.4,2142.94,2282.64
LD00016215,2255.17,2043.75,2417.34
LD00016216,2846.77,2295.79,2055.04
LD00016217,2776.14,2073.54,2109.58
LD00016218,2976.78,1718.63,1697.41
LD00016219,2544.14,1536.97,2212.69
LD00016220,2997.72,1850.54,2697.89
LD00016221,2995.6,2454.59,2155.74
LD00016222,2532.15,2045.44,1752.52
LD00016223,1669.15,1231.65,1588.76
LD00016224,1733.87,1200.41,1856.65
LD00016225,2554.66,1397.67,2416.62
LD00016226,2852.48,1376.65,2484.97
LD00016227,2035.69,2414.52,2085.75
LD00016228,1728.53,2262.0,2158.9
LD00016229,2743.66,2469.08,2172.27
LD00016230,2192.49,1807.13,2089.1
LD00016231,2504.79,2071.47,2600.35
LD00016232,1875.78,1415.55,1649.64
LD00016233,1712.6,1533.62,1455.2
LD00016234,2650.77,1324.79,2013.86
LD00016235,1575.85,1658.67,2770.08
LD00016236,2984.71,2466.92,2550.02
LD00016237,1800.51,2069.13,2147.45
LD00016238,1741.54,1393.98,1889.11
LD00016239,2738.81,2243.75,2657.81
LD00016240,2521.96,2327.77,1527.07
LD00016241,2365.8,1244.17,2214.48
LD00016242,1627.62,2271.1,1505.96
LD00016243,2963.96,1290.99,2736.38
LD00016244,2547.44,2196.54,1873.96
LD00016245,2939.23,1936.07,2343.47
LD00016246,2939.47,2050.58,2754.78
LD00016247,1953.75,1672.15,1749.94
LD00016248,2605.15,1644.19,2075.25
LD00016249,2922.07,1281.56,1828.47
LD00016250,2503.36,2450.59,1501.86
LD00016251,2617.77,2302.23,2265.57
LD00016252,1582.57,2417.24,2527.14
LD00016253,2107.82,2292.03,2101.26
LD00016254,2895.97,2036.65,2479.83
LD00016255,1533.02,1930.7,2080.0
LD00016256,1521.78,2005.46,2201.13
LD00016257,2747.29,1728.62,2479.59
LD00016258,2469.43,1485.09,1842.76
LD00016259,2545.6,1798.87,1683.7
LD00016260,1691.34,2032.26,2497.07
LD00016261,2410.78,2164.03,2439.31
LD00016262,2107.61,2241.08,2051.46
LD00016263,2398.47,1701.29,2026.19
LD00016264,1865.3,2163.26,2276.44
LD00016265,1852.49,2441.39,2336.17
LD00016266,1712.26,1560.44,1706.67
LD00016267,2337.59,1904.67,1716.07
LD00016268,1896.33,1443.06,1754.97
LD00016269,2141.96,2436.52,2761.64
LD00016270,2449.33,1632.04,1631.55
LD00016271,1624.29,1850.81,2093.62
LD00016272,1669.51,1346.87,1736.52
LD00016273,2603.88,1382.82,1451.81
LD00016274,1900.87,1433.76,1948.23
LD00016275,2188.67,2288.33,2616.26
LD00016276,1776.29,1792.24,2293.45
LD00016277,2538.53,1761.87,2464.69
LD00016278,1949.93,1761.53,1566.29
LD00016279,1672.91,1511.1,2450.49
LD00016280,2084.96,1404.11,1701.52
LD00016281,1925.24,1953.6,2630.44
LD00016282,2111.26,1287.51,2373.49
LD00016283,2415.6,1335.34,2312.62
LD00016284,1717.15,2157.37,2049.86
LD00016285,2988.16,2133.9,1673.68
LD00016286,2030.9,2292.84,2769.63
LD00016287,2864.56,1561.26,2090.38
LD00016288,1628.05,1215.25,2321.76
LD00016289,2242.12,2236.84,2446.53
LD00016290,2626.07,1829.42,2445.33
LD00016291,2095.73,1785.01,2425.68
LD00016292,1505.9,1964.97,1605.66
LD00016293,2925.29,1839.81,1791.54
LD00016294,1604.01,1567.8,2798.62
LD00016295,2619.48,2306.2,2209.75
LD00016296,1607.94,2484.11,1998.19
LD00016297,2707.11,1401.39,2288.95
LD00016298,2605.72,1342.56,1502.06
LD00016299,1632.8,2014.13,2775.84
LD00016300,1991.96,1726.68,1981.94
LD00016301,2488.13,2407.29,1442.54
LD00016302,1859.65,1287.54,2399.78
LD00016303,2519.16,1645.53,2527.02
LD00016304,2998.8,1332.81,1457.38
LD00016305,2306.39,1261.02,2314.91
LD00016306,2817.14,1992.93,1544.82
LD00016307,1800.47,1860.64,1528.14
LD00016308,1902.96,1249.54,1884.23
LD00016309,2494.84,1791.18,2619.02
LD00016310,2078.61,2383.95,1894.11
LD00016311,2730.67,2312.09,2231.66
LD00016312,2258.46,1926.09,2539.11
LD00016313,2677.17,2093.69,2255.32
LD00016314,2276.96,1448.66,1995.86
LD00016315,2490.54,1762.76,2282.8
LD00016316,2384.15,1717.47,1906.12
LD00016317,2763.6,1918.9,2256.27
LD00016318,2425.36,1410.44,1403.79
LD00016319,2007.75,1532.91,1419.59
LD00016320,2325.34,1837.94,1641.06
LD00016321,1717.92,2208.03,2232.51
LD00016322,1589.79,1944.95,2078.16
LD00016323,1510.22,1592.39,2468.61
LD00016324,1756.25,2095.61,2083.75
LD00016325,2490.36,2296.37,2621.25
LD00016326,1715.76,1584.51,1747.77
LD00016327,1870.77,1831.63,2400.16
LD00016328,2682.48,2163.76,1801.47
LD00016329,2295.21,1977.34,1749.43
LD00016330,2611.9,2147.47,2389.2
LD00016331,2205.01,1265.61,2054.85
LD00016332,2787.34,2113.5,1476.44
LD00016333,1838.86,1559.77,2701.04
LD00016334,1927.0,1609.67,1572.71
LD00016335,2295.14,2347.26,2656.39
LD00016336,1689.91,2334.03,1599.12
LD00016337,2312.89,1705.98,2022.42
LD00016338,2401.4,1764.02,2345.71
LD00016339,2996.4,2028.12,2491.11
LD00016340,2851.57,1674.0,2268.08
LD00016341,2590.18,1565.4,2703.45
LD00016342,2188.21,1445.8,2614.65
LD00016343,2327.33,1612.85,1452.67
LD00016344,2930.53,2197.98,1633.5
LD00016345,2161.51,1208.61,2549.07
LD00016346,2707.61,1426.13,1463.29
LD00016347,2495.36,1514.59,2683.69
LD00016348,2772.44,1589.47,2619.1
LD00016349,2070.82,2177.16,1525.84
LD00016350,2537.08,1628.39,1839.83
LD00016351,2092.96,1621.79,2346.89
LD00016352,1772.9,1815.94,2357.33
LD00016353,2614.97,1571.9,2596.8
LD00016354,2010.55,1725.77,1719.43
LD00016355,2649.34,2028.53,2124.85
LD00016356,1580.92,1646.29,2040.56
LD00016357,2184.62,1365.76,2649.33
LD00016358,2709.37,1501.41,2463.59
LD00016359,2960.1,1568.36,1511.04
LD00016360,2321.87,1539.68,2454.81
LD00016361,1933.84,2337.16,1767.52
LD00016362,1692.95,1274.76,2532.25
LD00016363,2575.96,2401.52,1741.52
LD00016364,2079.93,1565.68,2142.41
LD00016365,2792.27,1315.0,1790.61
LD00016366,2812.1,1463.56,2713.55
LD00016367,1808.82,1470.72,1675.04
LD00016368,1883.67,1475.43,2339.96
LD00016369,1781.82,1472.86,1864.28
LD00016370,2167.78,1450.91,1700.13
LD00016371,2874.56,1282.4,2067.96
LD00016372,1862.51,2132.52,2757.49
LD00016373,2642.3,2196.9,1616.85
LD00016374,2976.01,2476.43,2677.81
LD00016375,2641.95,1667.56,2320.71
LD00016376,2697.31,1638.3,1926.91
LD00016377,2311.4,1535.55,2249.99
LD00016378,2007.18,2378.36,1533.62
LD00016379,2428.49,1526.66,1998.12
LD00016380,2960.57,1677.48,2766.7
LD00016381,2079.37,2388.23,2476.14
LD00016382,1540.45,1641.3,1794.04
LD00016383,2474.56,1516.05,2261.63
LD00016384,1565.51,2348.63,1813.14
LD00016385,2936.73,1279.14,2228.57
LD00016386,2951.26,1870.57,1604.95
LD00016387,2314.88,1936.07,2143.56
LD00016388,2178.99,1611.09,1538.15
LD00016389,2837.49,2098.48,2749.78
LD00016390,1515.24,1232.03,1993.45
LD00016391,1992.48,1525.66,1419.87
LD00016392,2750.76,2471.33,1752.53
LD00016393,1632.3,2475.57,1752.47
LD00016394,2883.81,1835.39,1931.97
LD00016395,2375.61,1985.76,1444.36
LD00016396,2630.86,1506.66,2584.1
LD00016397,2637.96,1245.42,1616.03
LD00016398,2260.45,2061.01,2213.36
LD00016399,2493.28,1344.88,1515.02
LD00016400,2715.4,2026.28,2741.11
LD00016401,2617.9,2282.01,2208.32
LD00016402,1611.74,1888.45,1834.52
LD00016403,2732.67,2400.05,1991.96
LD00016404,2964.78,2376.82,2499.17
LD00016405,2616.48,1756.32,2231.93
LD00016406,2082.66,1489.55,1856.96
LD00016407,2672.61,1937.47,2388.14
LD00016408,2614.6,2098.94,1792.99
LD00016409,2521.7,1972.18,2053.85
LD00016410,2418.38,1288.48,2784.66
LD00016411,1546.88,1383.82,1542.28
LD00016412,2911.48,2082.25,2497.34
LD00016413,2484.61,1657.78,1604.9
LD00016414,1507.47,1831.06,2780.47
LD00016415,2329.84,1337.96,1936.95
LD00016416,1870.61,2311.1,2242.35
LD00016417,1643.95,1607.83,2263.23
LD00016418,1578.38,2200.5,2275.82
LD00016419,2045.81,1539.25,2512.09
LD00016420,2633.01,1566.96,1585.13
LD00016421,1623.87,1471.83,2155.22
LD00016422,2651.1,1574.76,2160.74
LD00016423,2373.78,2372.13,2179.17
LD00016424,1926.64,2275.86,2584.0
LD00016425,2489.41,1409.25,1897.5
LD00016426,2600.16,1874.98,1507.66
LD00016427,1893.42,2484.22,2046.16
LD00016428,2506.27,1629.63,1937.07
LD00016429,2261.15,1764.04,2565.54
LD00016430,1782.28,2327.73,1848.08
LD00016431,2696.9,1900.7,2094.89
LD00016432,1932.02,1500.91,1571.08
LD00016433,2038.91,2175.05,2048.02
LD00016434,1780.7,1457.76,2561.12
LD00016435,1781.63,1821.45,1421.07
LD00016436,1902.81,1238.64,1412.55
LD00016437,2452.97,1930.43,2747.49
LD00016438,2768.09,1524.65,2398.0
LD00016439,1578.59,2139.92,1734.08
LD00016440,1510.69,1839.95,1529.19
LD00016441,2184.4,1523.5,1821.19
LD00016442,2911.06,1577.77,1589.86
LD00016443,1855.71,1309.77,2596.14
LD00016444,2065.83,1674.05,1812.63
LD00016445,1514.07,2336.41,1593.23
LD00016446,1777.02,1476.55,2213.03
LD00016447,1796.14,1281.84,1753.28
LD00016448,2845.33,1401.81,2128.03
LD00016449,1645.03,1966.5,2122.04
LD00016450,2922.89,2291.15,1643.74
LD00016451,2170.73,1356.53,2350.38
LD00016452,2900.81,1604.81,2231.29
LD00016453,2879.95,1506.45,1985.09
LD00016454,2015.49,1971.68,2275.95
LD00016455,2337.39,1369.11,2171.99
LD00016456,2423.09,2487.37,1755.31
LD00016457,1705.9,1909.57,1593.52
LD00016458,2769.72,2405.42,1885.31
LD00016459,1912.16,1900.44,1415.66
LD00016460,1656.69,2079.16,2001.4
LD00016461,2369.99,1696.32,2775.94
LD00016462,2835.75,2097.9,2362.09
LD00016463,2834.68,2016.81,1609.13
LD00016464,2264.22,1443.32,2138.47
LD00016465,1881.26,1820.12,1989.08
LD00016466,2587.17,1252.2,2127.33
LD00016467,2838.07,2069.31,2331.93
LD00016468,1532.85,1203.39,2103.25
LD00016469,1538.14,1352.56,1544.3
LD00016470,2076.63,2475.39,1867.9
LD00016471,1937.13,1816.44,2407.23
LD00016472,1812.13,1284.32,2778.93
LD00016473,1973.13,2052.7,2092.17
LD00016474,2466.9,1335.67,1876.99
LD00016475,1590.99,1745.14,1875.43
LD00016476,2876.61,1765.37,1946.85
LD00016477,2982.81,1529.54,2795.53
LD00016478,2652.21,2004.48,2300.43
LD00016479,2725.71,1281.46,2527.74
LD00016480,2804.69,1817.95,2316.17
LD00016481,2324.38,2134.22,2013.57
LD00016482,1827.71,2069.26,1449.55
LD00016483,2645.67,1779.85,1963.93
LD00016484,1552.23,1250.56,2127.75
LD00016485,2379.02,2456.29,2349.5
LD00016486,1832.89,1806.95,2388.55
LD00016487,1597.88,1320.01,2245.11
LD00016488,1560.01,1583.73,1797.78
LD00016489,1859.18,2285.15,2539.73
LD00016490,1774.13,1511.93,1798.04
LD00016491,2324.63,2166.97,2184.95
LD00016492,2784.49,1752.65,1821.82
LD00016493,1908.89,1648.47,2300.34
LD00016494,2136.5,1752.79,1880.78
LD00016495,1585.41,2194.18,2072.22
LD00016496,2231.28,2087.75,1970.64
LD00016497,1970.15,1575.95,2000.54
LD00016498,2493.16,2162.47,2563.99
LD00016499,1899.23,2001.85,2241.83
LD00016500,1579.83,2403.51,2534.1
LD00016501,1928.24,1321.92,2403.6
LD00016502,2543.83,2072.15,2693.33
LD00016503,1528.73,1872.42,1791.9
LD00016504,2715.15,1429.42,1519.42
LD00016505,2780.38,2480.2,2707.35
LD00016506,1903.62,1495.88,2017.16
LD00016507,2838.05,1341.04,1953.62
LD00016508,1840.31,2478.01,1562.55
LD00016509,1705.68,2405.07,1768.68
LD00016510,2674.59,1920.5,2641.49
LD00016511,2461.05,1284.43,2242.09
LD00016512,2243.12,1441.12,2061.91
LD00016513,2685.14,1595.05,2048.66
LD00016514,2292.41,1890.37,2762.49
LD00016515,1952.08,1318.47,2144.7
LD00016516,2326.12,1772.89,2789.26
LD00016517,2321.19,1305.87,2728.68
LD00016518,2169.64,2013.67,2691.69
LD00016519,1798.87,1683.85,1533.1
LD00016520,2139.45,1320.67,1834.73
LD00016521,2836.34,1990.6,2353.96
LD00016522,2380.07,1505.65,2102.84
LD00016523,2074.01,2402.44,1679.71
LD00016524,2444.78,1544.66,2682.44
LD00016525,2635.78,1890.49,2556.4
LD00016526,1718.26,2329.89,1746.07
LD00016527,1721.28,1634.06,2793.48
LD00016528,2749.56,2277.63,2082.62
LD00016529,2116.74,1303.03,1651.67
LD00016530,1740.37,1357.71,2276.13
LD00016531,2912.61,1373.5,2071.37
LD00016532,2475.89,1891.81,2088.57
LD00016533,1934.01,1398.55,1996.22
LD00016534,1567.26,2180.5,2569.71
LD00016535,1777.13,1473.43,1900.17
LD00016536,1571.12,2288.08,2528.35
LD00016537,2247.41,1857.02,2126.85
LD00016538,1708.42,2231.27,2388.14
LD00016539,1667.26,1962.19,1554.42
LD00016540,2381.56,1578.84,2012.79
LD00016541,2631.59,2223.31,2150.25
LD00016542,2520.3,1478.0,1758.88
LD00016543,1641.38,1676.28,1697.18
LD00016544,2414.69,1751.33,2506.11
LD00016545,2846.57,1322.72,2037.63
LD00016546,1908.05,2368.52,2104.84
LD00016547,2375.87,2201.14,2647.08
LD00016548,2330.61,1679.69,2578.41
LD00016549,1583.13,2019.64,1818.99
LD00016550,1802.55,1509.21,2584.64
LD00016551,2724.82,2217.48,1517.53
LD00016552,1682.14,1437.55,1682.55
LD00016553,2227.01,2118.9,2149.2
LD00016554,2200.02,1948.01,2755.41
LD00016555,2466.76,2374.91,2425.96
LD00016556,1688.57,1894.49,2503.92
LD00016557,2444.81,1986.84,2375.03
LD00016558,1838.58,1799.81,1503.96
LD00016559,2528.74,2203.0,2230.5
LD00016560,1611.86,2435.39,2338.41
LD00016561,2665.99,2461.37,1450.99
LD00016562,2383.35,1349.86,1502.44
LD00016563,2803.15,1769.96,1873.39
LD00016564,2456.23,2228.32,2536.64
LD00016565,2307.74,1355.7,2642.98
LD00016566,1940.41,2395.22,2278.3
LD00016567,1734.54,1265.19,1715.37
LD00016568,2433.64,1255.87,2121.01
LD00016569,1783.61,1204.05,2108.88
LD00016570,1724.9,1388.0,2674.89
LD00016571,1625.75,2184.46,1888.56
LD00016572,2183.41,2029.07,2701.91
LD00016573,2392.1,1914.29,2273.24
LD00016574,1507.22,1985.05,2052.28
LD00016575,1954.97,2313.4,2597.27
LD00016576,2283.62,1332.16,1815.15
LD00016577,2069.72,1684.93,2723.65
LD00016578,1945.84,2468.44,2454.41
LD00016579,2947.7,2202.42,2321.77
LD00016580,2984.12,2475.83,1722.63
LD00016581,1907.72,1698.08,2635.82
LD00016582,2178.33,1593.1,2626.04
LD00016583,2185.83,1944.45,1871.5
LD00016584,2300.91,2143.16,2558.44
LD00016585,1638.17,1948.85,1695.22
LD00016586,2730.95,2445.62,1723.02
LD00016587,1882.46,2284.38,2572.82
LD00016588,1802.46,1371.53,2158.68
LD00016589,2404.6,1585.57,2394.63
LD00016590,2911.44,2338.59,2667.6
LD00016591,2839.54,1903.63,1648.71
LD00016592,1608.52,2335.44,1656.86
LD00016593,2404.89,2035.95,1491.98
LD00016594,2533.14,2351.54,2302.65
LD00016595,2102.11,1857.26,1983.29
LD00016596,1741.48,1443.81,1769.37
LD00016597,2531.81,1441.25,1961.29
LD00016598,2110.55,2072.74,2013.29
LD00016599,2613.03,1253.25,1451.35
LD00016600,2359.2,1977.68,2145.97
LD00016601,2538.38,2113.1,1690.33
LD00016602,2245.92,1272.19,1829.51
LD00016603,1809.68,1464.97,1785.44
LD00016604,2458.2,1237.27,2317.2
LD00016605,2024.71,1399.9,1630.14
LD00016606,1917.84,2228.89,1900.83
LD00016607,1516.84,2135.73,2788.77
LD00016608,2713.99,1233.75,2500.95
LD00016609,1549.99,1453.82,2577.79
LD00016610,1599.18,1518.12,2740.77
LD00016611,1852.14,1843.06,1570.36
LD00016612,2338.8,1801.94,1665.61
LD00016613,2620.13,2371.92,1739.19
LD00016614,1859.26,1317.29,2270.91
LD00016615,2114.47,1893.35,2091.76
LD00016616,1607.36,2241.14,2349.42
LD00016617,2037.36,2223.99,1492.37
LD00016618,2191.56,1608.31,1726.31
LD00016619,2639.22,1219.17,1901.55
LD00016620,2514.8,2217.07,2534.11
LD00016621,2216.03,1774.47,2632.16
LD00016622,2263.91,2279.89,1775.57
LD00016623,2490.62,2310.99,1637.63
LD00016624,1751.25,1307.73,2744.25
LD00016625,1829.31,1688.43,1893.16
LD00016626,2451.61,1510.15,2544.35
LD00016627,1662.9,1508.0,2374.87
LD00016628,1925.67,1431.31,2701.05
LD00016629,1594.15,1573.17,1784.96
LD00016630,1786.1,2187.95,1603.41
LD00016631,2350.38,1768.18,2623.1
LD00016632,2286.97,2187.01,2119.03
LD00016633,2123.66,2294.46,2168.84
LD00016634,2366.09,1720.03,1780.16
LD00016635,2396.19,2307.11,2449.64
LD00016636,1747.63,1761.41,2385.44
LD00016637,2963.86,1634.46,1402.42
LD00016638,2210.09,1723.45,2320.88
LD00016639,1799.31,1877.69,2348.76
LD00016640,1583.7,2011.24,2191.36
LD00016641,2836.91,1411.38,1510.9
LD00016642,2772.95,1591.05,2625.28
LD00016643,2676.6,2422.88,2751.21
LD00016644,2438.1,2001.7,1653.48
LD00016645,2848.84,2228.56,2435.0
LD00016646,1632.04,1702.1,2513.56
LD00016647,2911.44,2138.63,1861.94
LD00016648,2117.8,2189.63,2692.74
LD00016649,1661.27,1433.5,1736.67
LD00016650,1839.23,1617.51,2391.09
LD00016651,1839.98,1781.26,2011.76
LD00016652,2059.32,2172.67,1650.86
LD00016653,2867.52,1522.99,1900.4
LD00016654,2105.78,1702.32,2270.98
LD00016655,2901.01,1256.88,2557.02
LD00016656,2752.56,1544.16,2408.53
LD00016657,1714.52,2306.43,2068.33
LD00016658,1825.26,1647.94,1473.23
LD00016659,2685.69,2384.83,2137.47
LD00016660,2040.16,1231.34,2521.7
LD00016661,1507.61,1244.21,2509.0
LD00016662,2576.36,2219.63,1692.59
LD00016663,1696.63,1846.97,1945.74
LD00016664,2381.59,1348.69,2636.76
LD00016665,2008.55,1883.64,2578.26
LD00016666,2452.29,2403.41,2229.11
LD00016667,2649.59,1615.99,1951.9
LD00016668,2470.85,1286.91,1461.1
LD00016669,2871.46,1225.75,2552.23
LD00016670,2275.51,1274.2,2460.33
LD00016671,1713.19,1239.24,1633.35
LD00016672,1525.04,1915.65,2395.18
LD00016673,1568.74,1326.38,1591.6
LD00016674,2307.92,2086.18,1592.99
LD00016675,2787.42,1398.65,1647.59
LD00016676,2907.76,1343.16,1674.36
LD00016677,2818.3,1612.19,2416.08
LD00016678,2800.41,1878.89,2263.47
LD00016679,1725.78,1681.09,1406.3
LD00016680,2394.2,1871.04,2113.03
LD00016681,2547.45,1353.04,2075.97
LD00016682,2420.33,1264.65,2595.25
LD00016683,2932.29,1952.98,2148.01
LD00016684,2889.49,1321.31,2398.17
LD00016685,2728.77,2474.18,2668.91
LD00016686,2280.46,2082.8,2366.57
LD00016687,1513.26,2011.98,2156.03
LD00016688,2629.97,1538.74,2264.44
LD00016689,2292.71,1770.23,1929.57
LD00016690,2550.15,2214.43,1954.83
LD00016691,1910.2,2139.5,2204.52
LD00016692,2828.7,1846.19,2168.48
LD00016693,1850.5,2167.98,1512.15
LD00016694,2271.49,1289.8,2526.84
LD00016695,1577.73,1291.87,1671.25
LD00016696,2647.08,1927.01,2573.66
LD00016697,2289.81,1656.65,2465.65
LD00016698,2649.23,2169.84,1835.19
LD00016699,1926.59,1535.5,2738.4
LD00016700,2791.6,1318.39,2075.62
LD00016701,2616.82,1238.66,2513.04
LD00016702,2278.59,1226.12,2077.67
LD00016703,1506.28,1317.63,2259.93
LD00016704,2611.78,1553.38,2686.98
LD00016705,1845.81,1832.67,1690.29
LD00016706,2784.04,1653.19,2462.49
LD00016707,2795.5,2200.59,1425.62
LD00016708,2994.82,2418.57,1426.1
LD00016709,2584.28,1295.77,2117.55
LD00016710,2900.29,2156.07,2453.11
LD00016711,2225.67,2231.1,1895.54
LD00016712,2391.96,2444.85,2320.48
LD00016713,2223.09,2382.29,1566.05
LD00016714,2206.04,1294.37,2631.02
LD00016715,2188.97,2436.13,2592.73
LD00016716,2033.08,1656.51,2035.77
LD00016717,2121.39,2077.84,1963.12
LD00016718,2290.88,1359.58,1702.96
LD00016719,2788.05,1760.03,2422.22
LD00016720,2781.18,2290.39,1984.57
LD00016721,2124.23,2475.35,1471.25
LD00016722,1730.59,1225.36,1480.56
LD00016723,2562.36,1923.88,1411.8
LD00016724,2835.46,1264.75,2769.87
LD00016725,2548.96,1717.68,1483.33
LD00016726,2500.93,1598.93,2004.99
LD00016727,2467.17,2184.91,2034.47
LD00016728,2691.21,2257.04,2361.75
LD00016729,2485.47,1984.5,1996.64
LD00016730,1791.76,1220.04,2761.28
LD00016731,2669.34,2124.29,1764.0
LD00016732,1540.99,1252.83,2590.27
LD00016733,2502.55,1770.9,2657.23
LD00016734,1572.56,1712.57,2409.67
LD00016735,1830.4,2438.74,2122.68
LD00016736,2296.24,1792.85,2036.98
LD00016737,1961.2,2161.05,1908.77
LD00016738,2206.39,2276.47,1682.01
LD00016739,2872.6,1976.6,2705.62
LD00016740,2153.65,1649.83,2010.68
LD00016741,1697.27,2297.45,1477.38
LD00016742,2984.77,1463.04,1518.39
LD00016743,1700.61,1699.3,2135.14
LD00016744,2440.84,1967.98,2001.29
LD00016745,2964.41,1619.29,2621.95
LD00016746,1821.11,1899.59,2629.93
LD00016747,2193.12,1881.03,1756.53
LD00016748,2853.48,1311.9,2108.28
LD00016749,2470.54,2252.55,2469.42
